bdb_id	strongs	headword	type	entry
xj.aj.aa	H3321	יְצַב	root	[יְצַב] vb. Pa. make certain, gain certainty;—Pa. Dn 7:19
xj.aj.ab	H3330	יַצִּיב		יַצִּיב adj. certain, true
xj.ak.aa	H3345	יְקַד	root	[יְקַד] vb. burn
xj.ak.ab	H3346	יְקֵדָא		[יְקֵדָא] n.f. burning;—cstr. Dn 7:11.
xj.ak.ac	H3367	יְקָר		[יְקָר] n.m. honour
xj.ak.ad	H3358	יַקִּיר		[יַקִּיר] adj. honourable, difficult
xj.ak.ae	H3390	יְרוּשְׁלֵם		יְרוּשְׁלֵם 25 n.pr.loc. Jerusalem
xj.ak.af	H3393	יְרַח		[יְרַח] n.m. month
xj.ak.ag	H3410	יַרְכָא		[יַרְכָא] n.f. thigh, or loin;—pl. sf. Dn 2:32.
xj.ak.ah	H3479	יִשְׂרָאֵל		יִשְׂרָאֵל n.pr.gent. Israel
xj.ak.ai	H3443	יֵשׁוּעַ		יֵשׁוּעַ n.pr.m. (BH id. 3, p. 221);—Ezr 5:2.
xj.al.aa		ישׁן	root	ישׁן
xj.al.ab	H8139	שְׁנָה		[שְׁנָה] n.f. sleep;—sf. Dn 6:19
xj.am.aa	H3487	יָת	root	יָת mark of accus.;—Dn 3:12
xj.an.aa	H3488	יְתִב	root	יְתִב vb. sit, dwell Pe. sit, be seated dwell Haph. cause to dwell
xj.an.ab	H3493	יַתִּיר		יַתִּיר adj. pre-eminent, surpassing
xk.aa.aa		כְּ	root	כְּ
xk.aa.ab	H3538	כְּדַב		[כְּדַב] adj. false;—fs. abs. Dn 2:9
xk.aa.ac		כְּדִי		כְּדִי v. דִּי
xk.ab.aa	H3542	כָּה	root	כָּה adv. here;—Dn 7:28
xk.ac.aa	H3546	כְּהַל	root	[כְּהַל] vb. be able
xk.ac.ab	H3549	כָּהֵן		[כָּהֵן] n.m. priest
xk.ac.ac	H3551	כַּוָּה		[כַּוָּה] n.f. window;—pl. abs. Dn 6:11
xk.ac.ad	H3734	כּוֹר		[כּוֹר] n.[m.] kōr, a measure of wheat;—pl. abs. Ezr 7:22.
xk.ac.ae	H3567	כּ֫וֹרֶשׁ		כּ֫וֹרֶשׁ 9 n.pr.m. Cyrus (BH id.)
xk.ac.af		כִּכַּר		כִּכַּר כִּכְּרִין v. כרר
xk.ac.ag		כֹּל		כֹּל v. כלל
xk.ad.aa	H3635	כְּלַל	root	[כְּלַל] vb. complete Shaph. of building: he finished it Ishtaph. be completed, of walls
xk.ad.ab	H3606	כֹּל		כֹּל, כָּל־ n.m. the whole, all
xk.ad.ac	H3652	כֵּן		כֵּן adv. thus, as follows
xk.ad.ad	H3660	כְּנֵ֫מָא		כְּנֵ֫מָא adv. accordingly, as follows
xk.ae.aa	H3673	כְּנַשׁ	root	[כְּנַשׁ] vb. gather Pe. Hithpa. assembled
xk.ae.ab	H3675	כְּנָת		[כְּנָת] n.m. associate
xk.af.aa		כסא	root	כסא
xk.af.ab	H3764	כׇּרְסֵא		כׇּרְסֵא n.m. throne
xk.af.ac		כסדי		כסדי v. כַּשְׂדָּי
xk.af.ad	H3702	כְּסַף		כְּסַף n.m. silver
xk.af.ae		כְּעַן		כְּעַן כְּעֶ֫נֶת כְּעֶת v. ענה
xk.ag.aa	H3729	כְּפַת	root	כְּפַת vb. bind Pe‛îl they were bound Pa. bind
xk.ah.aa	H3735	כְּרָא	root	[כְּרָא] vb. Ithpe. be distressed;—Dn 7:15.
xk.ah.ab	H3737	כַּרְבְּלָא		[כַּרְבְּלָא] n.f. prob. helmet, cap;—pl. sf. Dn 3:21.
xk.ah.ac	H3744	כָּרוֹז		[כָּרוֹז] n.m. herald;—emph. Dn 3:4.
xk.ah.ad	H3745	כְּרַז		[כְּרַז] vb. denom. Haph. make proclamation;—Dn 5:29
xk.ah.ae		כָּרְסֵא		כָּרְסֵא v. כסא
xk.ai.aa		כרר	root	כרר
xk.ai.ab	H3604	כִּכֵּר		[כִּכֵּר] n.[f.] talent;—pl. abs. Ezr 7:22.
xk.ai.ac	H3779	כַּשְׂדָּ֑י		כַּשְׂדָּ֑י n.pr.gent. Chaldean
xk.aj.aa	H3790	כְּתַב	root	כְּתַב vb. write Pe. Pe‛îl thus (it) was written
xk.aj.ab	H3792	כְּתָב		כְּתָב n.m. writing
xk.aj.ac	H3797	כְּתַל		כְּתַל n.[m.] wall
xl.aa.aa		ל	root	ל
xl.ab.aa	H3809	לָא	root	לָא, (לָה) adv. not
xl.ac.aa		לאך	root	לאך
xl.ac.ab	H4398	מַלְאַךְ		[מַלְאַךְ] n.m. angel
xl.ad.aa	H3825	לְבַב	root	לְבַב n.m. heart
xl.ad.ab	H3821	לֵב		[לֵב] n.[m.] id. [xl.ad.aa];—sf. Dn 7:28.
xl.ae.aa	H3848	לְבֵשׁ	root	[לְבֵשׁ] vb. be clothed Pe. Haph. clothe one
xl.ae.ab	H3831	לְבוּשׁ		[לְבוּשׁ] n.m. garment
xl.ae.ac		לָה		לָה v. לָא
xl.af.aa	H2006	לָהֵן	root	לָהֵן conj. therefore
xl.ag.aa	H3861	לָהֵן	root	לָהֵן conj. except, but
xl.ag.ab	H3879	לֵוָי		[לֵוָי] n.gent. Levite
xl.ag.ac	H3890	לְוָת		לְוָת prep. to, at, beside
xl.ag.ad	H3900	לְחֵם		לְחֵם n.m. feast;—abs. Dn 5:1
xl.ag.ae	H3904	לְחֵנָה		[לְחֵנָה] n.f. concubine;—pl. sf.
xl.ag.af	H3916	לֵילָא		[לֵילָא] n.[m.] night
xl.ag.ag	H3961	לִשָּׁן		לִשָּׁן n.m. tongue
xm.aa.aa		מָא		מָא v. מָה
xm.aa.ab	H3969	מְאָה		מְאָה n.f. hundred
xm.aa.ac		מֹאזַנְיָא		מֹאזַנְיָא v. אזן
xm.aa.ad		מֵאמַר		מֵאמַר v. אמר
xm.aa.ae	H3984	מָאן		[מָאן] n.m. vessel, utensil
xm.aa.af		מְגִלָּה		מְגִלָּה v. גלל
xm.aa.ag	H4049	מְגַר		[מְגַר] vb. Pa. overthrow;—Ezr 6:12
xm.aa.ah		מַדְבַּח		מַדְבַּח v. דבח
xm.aa.ai		מִדָּה		מִדָּה v. מִנ׳
xm.aa.aj		מְדוֹר		מְדוֹר v. דור
xm.aa.ak	H4076	מָדַי		מָדַי n.pr.gent. et terr. Medes, Media
xm.aa.al	H4077	מדיא		מדיא Kt, מָדָאָה Qr n.gent. Mede;—Dn 6:1.
xm.aa.am		מְדִינָה		מְדִינָה v. דין
xm.aa.an		מְדָר		מְדָר v. דור
xm.ab.aa	H3964	מָה	root	מָה, (מָא) pron.interr. and indef. what?
xm.ab.ab	H4193	מוֹת		מוֹת n.[m.] death;—abs. Ezr 7:26.
xm.ab.ac		מָזוֹן		מָזוֹן v. זון
xm.ac.aa	H4223	מְחָא	root	[מְחָא] vb. smite Pe. Pa. i.e. hinder him Hithpa. let him be smitten
xm.ac.ab		מַחְלְקָה		מַחְלְקָה v. חלק
xm.ad.aa	H4291	מְטָא	root	מְטָא, מְטָה vb. reach, attain
xm.ad.ab	H4333	מִישָׁאֵל		מִישָׁאֵל n.pr.m. Dn 2:17.
xm.ad.ac	H4336	מֵישַׁךְ		מֵישַׁךְ n.pr.m. (BH id.)
xm.ae.aa	H4391	מְלָא	root	[מְלָא] vb. fill Pe. Hithpe. was filled with rage.
xm.ae.ab		מַלְאַךְ		מַלְאַךְ v. לאך
xm.ae.ac		מִלָּה		מִלָּה v. מלל
xm.af.aa	H4416	מְלַח	root	מְלַח n.m. salt
xm.af.ab	H4415	מְלַח		[מְלַח] vb. denom. eat salt;—Pe. Ezr 4:14
xm.ag.aa		מלך	root	מלך
xm.ag.ab	H4430	מֶ֫לֶךְ		מֶ֫לֶךְ 178 n.m. king
xm.ag.ac	H4433	מַלְכָּה		[מַלְכָּה] n.f. queen
xm.ag.ad	H4437	מַלְכוּ		מַלְכוּ n.f. royalty, reign, kingdom
xm.ah.aa		מלך	root	מלך
xm.ah.ab	H4431	מְלֵךְ		[מְלֵךְ] n.m. counsel, advice;—sf. Dn 4:24
xm.ai.aa	H4449	מְלַל	root	[מְלַל] vb. Pa. speak, say
xm.ai.ab	H4406	מִלָּה		מִלָּה n.f. word, thing
xm.aj.aa	H4479	מַן	root	מַן, מָן, interr.pron. who?
xm.ak.aa	H4481	מִן	root	מִן prep. from, out of, by, by reason of, at, more then
xm.ak.ab		מְנֵא		מְנֵא v. מנה
xm.ak.ac	H4061	מִנְדָּה		מִנְדָּה, מִדָּה (?) n.f. tribute
xm.ak.ad		מַנְדַּע		מַנְדַּע v. ידע
xm.al.aa	H4483	מְנָה	root	מְנָה vb. number, reckon Pe. God has numbered Pa. appoint
xm.al.ab	H4484	מְנֵא		מְנֵא n.[m.] maneh, mina, a weight
xm.al.ac	H4510	מִנְיָן		מִנְיָן n.[m.] number;—cstr. Ezr 6:17.
xm.al.ad	H4504	מִנְחָה		מִנְחָה n.f. gift, offering
xm.al.ae		מִנְיָן		מִנְיָן v. מנה
xm.al.af	H4577	מְעָא		[מְעָא] n.[m.]pl. external belly;—sf. Dn 2:32
xm.al.ag		מַעֲבַד		מַעֲבַד v. עבד
xm.al.ah		מְע֫וֹהִי		מְע֫וֹהִי v. מְעָא
xm.al.ai		מֵעָל		מֵעָל v. עלל
xm.al.aj	H4756	מָרֵא		מָרֵא n.m. lord
xm.al.ak	H4776	מְרַד		מְרַד n.[m.] rebellion;—abs. Ezr 4:19.
xm.al.al	H4779	מָרָד		[מָרָד] adj. rebellious;—of city, f. abs.
xm.al.am		מָרֵה		מָרֵה v. מָרֵא
xm.am.aa	H4804	מְרַט	root	[מְרַט] vb. pluck;—Pe‛îl Dn 7:4
xm.am.ab	H4873	מֹשֶׁה		מֹשֶׁה n.pr.m. Moses (BH id. [m.ds.ab]);—Ezr 6:18.
xm.am.ac	H4887	מְשַׁח		מְשַׁח n.[m.] oil
xm.am.ad		מִשְׁכַּב		מִשְׁכַּב v. שׁכב
xm.am.ae		מִשְׁכַּן		מִשְׁכַּן v. שׁכן
xm.am.af		מַשְׁרוֹקִית		מַשְׁרוֹקִית v. שׁרק
xm.am.ag		מִשְׁתֶּה		מִשְׁתֶּה v. שׁתה
xm.am.ah		מַתְּנָא		מַתְּנָא v. נתן
xn.aa.aa	H5013	נבא	root	נבא see xn.aa.ab
xn.aa.ab	H5029	נְבִיא		[נְבִיא] n.m. prophet
xn.aa.ac	H5017	נְבוּאָה		[נְבוּאָה] n.f. prophesying;—cstr. Ezr 6:14.
xn.aa.ad	H5020	נְבוּכַדְנֶצַּר		נְבוּכַדְנֶצַּר 31 n.pr.m.
xn.aa.ae	H5023	נְבִזְבָּה		נְבִזְבָּה n.f. reward
xn.aa.af	H5043	נֶבְרַשְׁתָּא		נֶבְרַשְׁתָּא n.f.emph. the candlestick;—Dn 5:5.
xn.ab.aa	H5047	נְגַד	root	[נְגַד] vb. stream, flow;—Pe. Dn 7:10
xn.ab.ab	H5049	נֶ֫גֶד		נֶ֫גֶד prep. in front of, facing, Dn 6:11
xn.ab.ac	H5053	נֹ֫גַהּ		[נֹ֫גַהּ] n.[f.] brightness, daylight;—emph. Dn 6:20.
xn.ac.aa	H5069	נְדַב	root	[נְדַב] vb. Hithpa. volunteer, offer freely
xn.ac.ab	H5073	נִדְבָּךְ		נִדְבָּךְ n.m. row or layer, course
xn.ad.aa	H5075	נְדַד	root	[נְדַד] vb. flee;—Pe. Dn 6:19.
xn.ad.ab	H5085	נִדְנֵ֑ה		נִדְנֵ֑ה n.[m.] sheath;—Dn 7:15
xn.ad.ac	H5103	נְהַר		נְהַר 14 n.m. river
xn.ad.ad	H5094	נְהִיר		[נְהִיר, נְהוֹר] n.m. light;—emph. Dn 2:22.
xn.ad.ae	H5094	נְהִירוּ		נְהִירוּ n.f. illumination, insight
xn.ae.aa	H5111	נוּד	root	[נוּד] vb. flee;—Pe. Dn 4:11.
xn.ae.ab	H5122	נְוָלוּ		נְוָלוּ, נְוָלִי n.f. refuse-heap
xn.ae.ac	H5135	נוּר		נוּר 17 n.f. et m. fire
xn.af.aa	H5142	נְזַק	root	[נְזַק] vb. suffer injury Pe. Haph. injure
xn.af.ab	H5174	נְחָשׁ		נְחָשׁ n.m. copper, bronze
xn.ag.aa	H5182	נְחֵת	root	[נְחֵת] vb. descend Pe. Haph. (were) deposited. Hoph. be deposed
xn.ah.aa	H5191	נְטַל	root	[נְטַל] vb. lift Pe. Pe‛îl be lifted
xn.ai.aa	H5202	נְטַר	root	[נְטַר] vb. keep;—Pe. Dn 7:28.
xn.ai.ab	H5208	נִיחוֹחַ		[נִיחוֹחַ] n.[m.] soothing, tranquilizing
xn.ai.ac	H5232	נְכַס		[נְכַס] n.[m.], pl. riches, property
xn.ai.ad	H5245	נְמַר		נְמַר n.[m.] leopard (v. BH);—abs. Dn 7:6.
xn.aj.aa	H5256	נְסַח	root	[נְסַח] vb. pull away;—Hithpe. be pulled away: Ezr 6:11
xn.ak.aa	H5260	נְסַךְ	root	נְסַךְ vb. pour out;—Pa. Dn 2:46
xn.ak.ab	H5261	נְסַךְ		[נְסַךְ] n.[m.] drink-offering;—pl. sf. Ezr 7:17
xn.ak.ac		נסק		נסק v. סלק
xn.al.aa	H5308	נְפַל	root	נְפַל vb. fall
xn.am.aa	H5312	נְפַק	root	נְפַק vb. go, or come, out, forth Pe. he went out Haph. bring forth
xn.am.ab	H5313	נִפְקָא		[נִפְקָא] n.f. outlay
xn.am.ac	H5326	נִצְבָּה		[נִצְבָּה] n.f. firmness;—emph. Dn 2:41.
xn.an.aa	H5330	נְצַח	root	[נְצַח] vb. Hithpa. distinguish oneself;—Dn 6:4
xn.ao.aa	H5338	נְצַל	root	[נְצַל] vb. Haph. rescue, deliver
xn.ao.ab	H5343	נְקֵא		נְקֵא adj. clean, pure;—Dn 7:9
xn.ap.aa	H5368	נְקַשׁ	root	[נְקַשׁ] vb. knock;—Pe. Dn 5:6
xn.aq.aa	H5376	נְשָׂא	root	נְשָׂא vb. lift, take, carry Pe. carry away Hithpa. make a rising, an insurrection
xn.aq.ab		נְשֵׁיהוֹן		נְשֵׁיהוֹן v. נָשִׁין sub. אנשׁ
xn.aq.ac	H5396	נִשְׁמָא		[נִשְׁמָא] n.f. breath;—sf. Dn 5:23
xn.aq.ad	H5403	נְשַׁר		נְשַׁר n.m. griffon-vulture or eagle
xn.aq.ae	H5407	נִשְׁתְּוָן		[נִשְׁתְּוָן] n.m. letter
xn.aq.af	H5412	נְתִינִין		[נְתִינִין] n.m.pl. Nᵉthinîn;—servants of sanctuary, emph. Ezr 7:24.
xn.ar.aa	H5415	נְתַן	root	[נְתַן] vb. give
xn.ar.ab	H4978	מַתְּנָא		[מַתְּנָא] n.f. gift
xn.ar.ac	H5426	נְתַר		[נְתַר] vb. Haph. strip off;—Dn 4:11
xo.aa.aa		סַבְּכָא		סַבְּכָא v. שַׂבְּכָא
xo.ab.aa	H5446	סְבַל	root	[סְבַל] vb. bear, carry a load
xo.ac.aa	H5452	סְבַר	root	[סְבַר] vb. think, intend;—Pe. Dn 7:25
xo.ac.ab	H5457	סְגִ֑ד		סְגִ֑ד vb. do homage
xo.ac.ac	H5460	סְגַן		[סְגַן] n.m. prefect
xo.ac.ad	H5463	סְגַר		סְגַר vb. shut;—Pe. Dn 6:23
xo.ac.ae	H5481	סוּמְפּוֹנְיָה		סוּמְפּוֹנְיָה n.f. bag-pipe, or < double pipe or Pan’s pipe
xo.ad.aa	H5487	סוּף	root	[סוּף] vb. be fulfilled (prop. ended) Pe. Haph. put an end to
xo.ad.ab	H5491	סוֹף		סוֹף n.[m.] end
xo.ad.ac		סוּפֹּנְיָה		סוּפֹּנְיָה סיפניה v. סוּמְפֹּנְיָה
xo.ae.aa	H5267	סְלֵק	root	[סְלֵק] vb. come up Pe. come up Haph. lift, take up Hoph. be taken up
xo.af.aa	H5583	סְעַד	root	[סְעַד] vb. Pa. support, sustain;—Ezr 5:2.
xo.ag.aa	H5609	סְפַר	root	סְפַר n.m. book
xo.ag.ab	H5613	סָפִר		[סָפִר] n.m. secretary, scribe
xo.ag.ac	H5622	סַרְבָּל		[סַרְבָּל] n.[m.] prob. mantle
xo.ag.ad	H5632	סָרֵךְ		[סָרֵךְ] n.m. chief, overseer
xo.ah.aa	H5642	סְתַר	root	[סְתַר] vb. Pa. hide;—Dn 2:22
xo.ai.aa	H5642	סְתַר	root	[סְתַר] vb. destroy;—Pe. Ezr 5:12
xp.aa.aa	H5648	עֲבַד	root	עֲבַד vb. make, do Pe. make do Hithpe. be made into be done, wrought
xp.aa.ab	H5649	עֲבַד		[עֲבַד, or עֲבֵד] n.m. slave, servant
xp.aa.ac	H5665	עֲבֵד נְגוֹ		עֲבֵד נְגוֹ n.pr.m. comrade of Daniel
xp.aa.ad	H5673	עֲבִידָה		[עֲבִידָה] n.f. work, service
xp.aa.ae	H4567	מַעֲבַד		[מַעֲבַד] n.[m.] work;—pl. sf. Dn 4:34
xp.aa.af	H5675	עֲבַר		עֲבַר n.m. region across, beyond
xp.aa.ag		עַד		עַד v. עדה
xp.ab.aa	H5709	עֲדָה	root	[עֲדָה] vb. pass on, away Pe. pass on, over pass away Haph. take away
xp.ac.aa	H5705	עַד	root	עַד 36 prep. and conj. even to, until
xp.ac.ab	H5732	עִדָּן		עִדָּן n.m. time
xp.ad.aa	H5751	עוֹד	root	עוֹד adv. still, Dn 4:28
xp.ad.ab	H5758	עֲוָיָה		[עֲוָיָה] n.f. iniquity;—pl. sf. Dn 4:24.
xp.ad.ac	H5776	עוֹף		עוֹף n.[m.] fowl
xp.ad.ad	H5784	עוּר		עוּר n.[m.] chaff;—abs. Dn 2:35
xp.ad.ae		עֵז		עֵז עִזּין v. ענז
xp.ad.af	H5824	עִזְקָה		[עִזְקָה] n.f. signet-ring;—sf. Dn 6:18
xp.ad.ag	H5831	עֶזְרָא		עֶזְרָא n.pr.m. Ezra (BH id.)
xp.ad.ah	H5839	עֲזַרְיָה		עֲזַרְיָה n.pr.m. comrade of Daniel
xp.ad.ai		עֵטָא		עֵטָא v. יעט
xp.ad.aj	H5870	עַ֫יִן		[עַ֫יִן] n.f. eye
xp.ad.ak	H5894	עִיר		עִיר n.m. waking, or wakeful, one, i.e. angel
xp.ad.al		עַל		עַל עֵלָּא v. עלה
xp.ad.am		עִלָּה		עִלָּה v. עלל
xp.ae.aa		עלה	root	עלה
xp.ae.ab	H5928	עֲלָת		[עֲלָת] n.f. burnt-offering;—pl. abs. Ezr 6:9.
xp.ae.ac	H5943	עִלַּי		[עִלַּי] adj. highest
xp.ae.ad	H5946	עֶלְיוֹן		[עֶלְיוֹן] adj. id. [xp.ae.ac] (BH id.);—pl. of God
xp.ae.ae	H5952	עֲלִי		[עֲלִי] n.f. roof-chamber;—sf. Dn 6:11.
xp.af.aa	H5922	עַל	root	עַל prep. upon, over, on account of, above, to, against
xp.af.ab	H5924	עֵ֫לָּא		עֵ֫לָּא adv. above;—Dn 6:3
xp.af.ac	H5931	עִלָּה		עִלָּה n.f. matter, affair, occasion
xp.ag.aa	H5954	עֲלַל	root	[עֲלַל] vb. go or come in Pe. Haph. bring in Hoph. be brought
xp.ag.ab	H4606	מֶעָל		[מֶעָל] n.[m.] going in;—pl. cstr. Dn 6:15
xp.ag.ac	H5957	עָלַם		עָלַם n.[m.] perpetuity, antiquity
xp.ag.ad	H5962	עֵלְמָיֵא		עֵלְמָיֵא n.gent.pl. Elamites;—Ezr 4:9.
xp.ag.ae	H5967	עֲלַע		[עֲלַע] n.f. rib;—pl. abs. Dn 7:5.
xp.ag.af		עֲלָת		עֲלָת v. עלה
xp.ag.ag	H5972	עַם		עַם n.m. people
xp.ah.aa	H5974	עִם	root	עִם 22 prep. with
xp.ah.ab	H5994	עֲמִיק		[עֲמִיק] adj. deep;—fpl. emph., as n., Dn 2:22
xp.ah.ac	H6015	עֲמַר		עֲמַר n.m. wool;—abs. Dn 7:9.
xp.ai.aa	H6032	עֲנָה	root	[עֲנָה] vb. answer
xp.ai.ab	H3705	כְּעַן		כְּעַן adv. now
xp.ai.ac	H3706	כְּעֶ֫נֶת		כְּעֶ֫נֶת and contr. כְּעֶת adv. now
xp.aj.aa		ענה	root	ענה
xp.aj.ab	H6033	עֲנָי		[עֲנָי] adj. poor, needy;—pl. abs., as n. Dn 4:24
xp.ak.aa		ענז	root	ענז
xp.ak.ab	H5796	עֵז		[עֵז] n.[f.] (she-)goat;—pl. Ezr 6:17.
xp.ak.ac	H6050	עֲנָן		[עֲנָן] n.[m.] cloud;—pl. cstr. Dn 7:13.
xp.ak.ad	H6056	עֲנַף		[עֲנַף] n.[m.] bough
xp.ak.ae	H6065	עֲנָשׁ		עֲנָשׁ n.[m.] amercing, confiscation;—cstr. Ezr 7:26.
xp.ak.af		עֶנֶת		עֶנֶת v. כְּעֶנֶת sub. עֲנָה
xp.al.aa		עפא	root	עפא
xp.al.ab	H6074	עֳפִי		[עֳפִי] n.m. leafage, foliage
xp.am.aa	H6088	עֲצַב	root	[עֲצַב] vb. pain, grieve;—Pe. Dn 6:21
xp.an.aa	H6136	עִקַּר	root	עִקַּר n.[m.] root, stock
xp.an.ab	H6132	עֲקַר		[עֲקַר] vb. denom. Hithpe. be rooted up;—Dn 7:8.
xp.an.ac		עָר		עָר עריך v. ערר
xp.ao.aa	H6151	עֲרַב	root	[עֲרַב] vb. mix Pa. mixed with Hithpa. id.
xp.ao.ab	H6167	עֲרָד		[עֲרָד] n.m. wild ass;—pl. emph. Dn 5:21.
xp.ao.ac	H6173	עַרְוָה		[עַרְוָה] n.f. dishonour;—cstr. Ezr 4:14.
xp.ap.aa		ערר	root	ערר
xp.ap.ab	H6146	עָר		[עָר] n.m. foe;—pl. sf. Dn 4:16.
xp.ap.ac	H6211	עֲשַׂב		עֲשַׂב n.[m.] herbage, grass
xp.aq.aa	H6236	עֲשַׂר	root	עֲשַׂר, עַשְׂרָה n.m. et f. a ten
xp.aq.ab	H6243	עֶשְׂרִין		עֶשְׂרִין n.pl.indecl. twenty;—Dn 6:2
xp.aq.ac	H6246	עֲשִׁת		[עֲשִׁת], עֲשִׁית vb. think, plan;—Dn 6:4
xp.aq.ad		עֶת		עֶת v. כְּעֶת
xp.aq.ae	H6263	עֲתִיד		[עֲתִיד] adj. ready;—pl. Dn 3:15
xp.aq.af	H6268	עַתִּיק		עַתִּיק adj. advanced, aged
xq.aa.aa	H6347	פֶּחָה		פֶּחָה n.m. (Bab. or Pers.) governor
xq.aa.ab	H6353	פֶּחָר		פֶּחָר n.m. potter;—abs. Dn 2:41.
xq.aa.ac	H6361	פְּטַשׁ		[פְּטַשׁ] n.[m.] a garment, meaning dub.;—pl. sf. Dn 3:21
xq.ab.aa	H6386	פְּלַג	root	[פְּלַג] vb. divide;—Pe. Dn 2:41
xq.ab.ab	H6387	פְּלַג		פְּלַג n.[m.] half;—cstr. Dn 7:25.
xq.ab.ac	H6392	פְּלֻגָּה		פְּלֻגָּה n.f. division;—sf. Ezr 6:18.
xq.ac.aa	H6399	פְּלַח	root	[פְּלַח] vb. pay reverence to, serve (deity)
xq.ac.ab	H6402	פׇּלְחָן		פׇּלְחָן n.[m.] service, worship;—cstr. Ezr 7:19.
xq.ac.ac	H6433	פֻּם		פֻּם n.m. mouth
xq.ac.ad		פַּס		פַּס v. פסס
xq.ac.ae	H6460	פְּסַנְטֵרִין		פְּסַנְטֵרִין n.[m.] a (triangular) stringed instrument;—Dn 3:7
xq.ad.aa		פסס	root	פסס
xq.ad.ab	H6447	פַּס		פַּס n.m. palm of hand
xq.ad.ac	H6523	פַּרְזֶל		פַּרְזֶל 19 n.m. iron
xq.ae.aa	H6537	פְּרַס	root	[פְּרַס] vb. break in two;—Pe‛îl Dn 5:28.
xq.ae.ab	H6537	פְּרֵס		פְּרֵס prob. n.[m.] half-mina
xq.ae.ac	H6540	פָּרַס		פָּרַס n.pr.terr. et gent. Persia (as kingdom), Persians
xq.ae.ad	H6543	פַּרְסַי		[פַּרְסַי] adj.gent. Persian;—emph. Dn 6:29
xq.af.aa	H6562	פְּרַק	root	[פְּרַק] vb. tear away, break off;—Pe. Dn 4:24
xq.ag.aa	H6568	פְּרַשׁ	root	[פְּרַשׁ] vb. make distinct;—Pa. Ezr 4:18
xq.ag.ab	H6573	פַּרְשֶׁ֫גֶן		פַּרְשֶׁ֫גֶן n.m. copy
xq.ah.aa	H6590	פְּשַׁר	root	[פְּשַׁר] vb. interpret (a dream) Pe. Pa.
xq.ah.ab	H6591	פְּשַׁר		פְּשַׁר 31 n.m. interpretation (of dream)
xq.ah.ac	H6600	פִּתְגָם		פִּתְגָם n.m. command, word, affair
xq.ai.aa	H6606	פְּתַח	root	[פְּתַח] vb. open Pe. opened (windows). Pe‛îl books were opened.
xq.aj.aa		פתא	root	פתא
xq.aj.ab	H6613	פְּתָי		[פְּתָי] n.[m.] breadth
xr.aa.aa	H6634	צְבָא	root	[צְבָא] vb. be inclined, desire, be pleased
xr.aa.ab	H6640	צְבוּ		צְבוּ n.f. thing, anything;—Dn 6:18.
xr.ab.aa	H6647	צְבַע	root	[צְבַע] vb. dip, wet Pa. wet thee Hithpa. be wet
xr.ac.aa		צבע	root	צבע
xr.ac.ab	H0677	אֶצְבַּע		[אֶצְבַּע] n.f. 1. finger; 2. toe
xr.ac.ac	H6655	צַד		צַד n.[m.] side
xr.ac.ad	H6656	צְדָא		צְדָא n.[m.] usu. (malicious) purpose;—Dn 3:14
xr.ac.ae	H6665	צִדְקָה		צִדְקָה n.f. right doing;—Dn 4:24.
xr.ac.af	H6676	צַוַּאר		[צַוַּאר] n.m. neck
xr.ad.aa	H6739	צְלָא	root	[צְלָא] vb. Pa. pray (orig. bow in prayer)
xr.ae.aa	H6744	צְלַח	root	[צְלַח] vb. prosper
xr.ae.ab	H6755	צְלֵם		צְלֵם 17 n.m. image
xr.ae.ac	H6853	צְפַר		[צְפַר] n.f. bird
xr.ae.ad	H6841	צְפִיר		[צְפִיר] n.m. he-goat;—pl. cstr. Ezr 6:17.
xs.aa.aa		קבל	root	קבל
xs.aa.ab	H6903	קֳבֵל		קֳבֵל 29 subst. front, as prep. in front of, before, because of; as conj. because that
xs.aa.ac	H6902	קַבֵּל		קַבֵּל vb. denom. Pa. receive
xs.aa.ad	H6925	קֳדָם		[קֳדָם] 42 prep. before
xs.aa.ae	H6928	קַדְמָה		[קַדְמָה] n.f. former time
xs.aa.af	H6933	קַדְמָי		[קַדְמָי] adj. former, first
xs.ab.aa		קדשׁ	root	קדשׁ
xs.ab.ab	H6922	קַדִּישׁ		קַדִּישׁ adj. holy
xs.ac.aa		קול	root	קול
xs.ac.ab	H7032	קָל		קָל n.m. voice
xs.ad.aa	H6966	קוּם	root	[קוּם] vb. arise, stand Pe. lit. arise fig. = come on the scene of history arise (out of inaction), and build stand Pa. set up, establish an ordinance Haph. set up lift up one side establish appoint Hoph. be made to stand
xs.ad.ab	H7010	קְיָם		קְיָם n.[m.] statute;—abs.
xs.ad.ac	H7011	קַיָּם		קַיָּם adj. enduring
xs.ae.aa	H6992	קְטַל	root	[קְטַל] vb. slay Pe. Pe‛îl be slain Pa. slay Hithpe. be slain
xs.af.aa		קטר	root	קטר
xs.af.ab	H7001	קְטַר		[קְטַר] n.m. joint, knot
xs.af.ac	H7007	קַ֫יִט		קַ֫יִט n.[m.] summer;—abs. Dn 2:35.
xs.af.ad		קְיָם		קְיָם קַיָּם v. קום
xs.af.ae	H7030	קיתרס		קיתרס Kt, קַתָרֹס Qr, n.[m.] lyre, zither
xs.af.af		קָל		קָל v. קול
xs.ag.aa	H7066	קְנָא	root	[קְנָא] vb. acquire, buy;—Pe. Ezr 7:17
